html_url,howfairis_repository,howfairis_license,howfairis_registry,howfairis_citation,howfairis_checklist,date
https://github.com/030jmk/CIObund,True,False,False,False,False,2023-09-09
https://github.com/030jmk/genAI-telephone,True,False,False,False,False,2023-09-09
https://github.com/030jmk/gntm,True,False,False,False,False,2023-09-09
https://github.com/030jmk/gntm2019,True,False,False,False,False,2023-09-09
https://github.com/030jmk/publicAmenitiesBerlin,True,True,False,False,False,2023-09-09
https://github.com/030jmk/python_telegram_bots,True,True,False,False,False,2023-09-09
https://github.com/030jmk/ScrapingInstagram,True,True,False,False,False,2023-09-09
https://github.com/87surendra/clarkson,True,False,False,False,False,2023-09-09
https://github.com/87surendra/deep-learning-drone,True,False,False,False,False,2023-09-09
https://github.com/87surendra/Python_DS_Lect,True,False,False,False,False,2023-09-09
https://github.com/87surendra/Random-Forest-Image-Classification-using-Python,True,False,False,False,False,2023-09-09
https://github.com/a-moi/disaster-tweets,True,False,False,False,False,2023-09-09
https://github.com/a-moi/political-argument-mining,True,False,False,False,False,2023-09-09
https://github.com/a-moi/tbbt-character-detection,True,False,False,False,False,2023-09-09
https://github.com/Abdelwahab86/Ahmed,True,False,False,False,False,2023-09-09
https://github.com/Abdelwahab86/DEM-Analysis,True,True,False,False,False,2023-09-09
https://github.com/Abdelwahab86/Water-polygons-photogrammetry,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/Bangla2EnglishNumberConversion,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/coinMarketCapAPI,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/Command-Based-Text-Editor,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/COVID-19BD,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/cse480moviesonthegobd,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/Image-recognition-using-softmax,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/kotha-BSLR,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/MovieApp,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/RandomMusicPlayer,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/restaurantmanagementsystem,True,False,False,False,False,2023-09-09
https://github.com/abrarhasinkml/Textmage,True,False,False,False,False,2023-09-09
https://github.com/Adrian-Abendroth/Adrian-Abendroth,True,False,False,False,False,2023-09-09
https://github.com/Adrian-Abendroth/iterm2,True,False,False,False,False,2023-09-09
https://github.com/Adrian-Abendroth/OCaml-DFA-Equivalence,True,False,False,False,False,2023-09-09
https://github.com/Adrian-Abendroth/SharedBox-Ultimate,True,True,False,False,False,2023-09-09
https://github.com/Adrian-Abendroth/single-machine-scheduling-eed,True,False,False,False,False,2023-09-09
https://github.com/Adrian-Abendroth/zsh,True,False,False,False,False,2023-09-09
https://github.com/Adrian-Ziupka/ba-thesis,True,False,False,False,False,2023-09-09
https://github.com/Adrian-Ziupka/noodle-bot,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/ecml-ADHD,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/etra-2023-bridging-the-gap,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/etra-fairness,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/etra-reading-comprehension,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/Eyettention,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/neurips-gmml-2022-xai-eye-tracking-evaluation,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/pymovements,True,True,True,False,False,2023-09-09
https://github.com/aeye-lab/pymovements-toy-dataset,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/pymovements-toy-dataset-eyelink,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/python-wmc-battery,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/SFB-1287-Summer-School,True,False,False,False,False,2023-09-09
https://github.com/aeye-lab/sp-eyegan,True,True,False,False,False,2023-09-09
https://github.com/Alaa-Noor/365DataScience_Course,True,False,False,False,False,2023-09-09
https://github.com/Alaa-Noor/Loan-Defaulters-Prediction-using-Lending-Club-Data,True,False,False,False,False,2023-09-09
https://github.com/alecamcr/Immigration-RSE,True,True,False,True,False,2023-09-09
https://github.com/alecamcr/polysyllabic-shortening-BA,True,False,False,False,False,2023-09-09
https://github.com/alexanderc360/AOC2017,True,False,False,False,False,2023-09-09
https://github.com/alexanderc360/AOC2020,True,False,False,False,False,2023-09-09
https://github.com/alexanderc360/AOC2021,True,False,False,False,False,2023-09-09
https://github.com/alexanderc360/AOC2022,True,False,False,False,False,2023-09-09
https://github.com/alexanderc360/CS344_Project,True,False,False,False,False,2023-09-09
https://github.com/alexanderc360/website,True,False,False,False,False,2023-09-09
https://github.com/alexkli/adventofcode2018,True,False,False,False,False,2023-09-09
https://github.com/alexkli/alfredworkflows,True,False,False,False,False,2023-09-09
https://github.com/alexkli/github-api-scripts,True,False,False,False,False,2023-09-09
https://github.com/alexkli/helix-mytestproject,True,False,False,False,False,2023-09-09
https://github.com/alexkli/helix-tutorial,True,True,False,False,False,2023-09-09
https://github.com/alexkli/homebrew-tap,True,False,False,False,False,2023-09-09
https://github.com/alexkli/jhb,True,True,False,False,False,2023-09-09
https://github.com/alexkli/lfs-test,True,False,False,False,False,2023-09-09
https://github.com/alexkli/oak-chest,True,False,False,False,False,2023-09-09
https://github.com/alexkli/openwhisk-kubernetes-installer,True,False,False,False,False,2023-09-09
https://github.com/alexkli/osgi-troubleshoot,True,True,False,False,False,2023-09-09
https://github.com/alexkli/versionatorr,True,True,False,False,False,2023-09-09
https://github.com/alexkorga/house-pricing-prediction,True,False,False,False,False,2023-09-09
https://github.com/alexkorga/SimpleChatbot,True,True,False,False,False,2023-09-09
https://github.com/Alfeezy/AI,True,False,False,False,False,2023-09-09
https://github.com/Alfeezy/ALGO,True,False,False,False,False,2023-09-09
https://github.com/Alfeezy/BCO,True,False,False,False,False,2023-09-09
https://github.com/Alfeezy/graphicdesignportfolio,True,False,False,False,False,2023-09-09
https://github.com/Alfeezy/learn-to-fly,True,False,False,False,False,2023-09-09
https://github.com/Alfeezy/PDWorkshop,True,False,False,False,False,2023-09-09
https://github.com/Alfeezy/Rand,True,False,False,False,False,2023-09-09
https://github.com/Alfeezy/VisualPSO,True,False,False,False,False,2023-09-09
https://github.com/alisher-turubayev/alisher-turubayev,True,False,False,False,False,2023-09-09
https://github.com/alisher-turubayev/dl-normalizing-flows,True,False,False,False,False,2023-09-09
https://github.com/alisher-turubayev/trent-university-code,True,False,False,False,False,2023-09-09
https://github.com/alisher-turubayev/uni-potsdam-code,True,False,False,False,False,2023-09-09
https://github.com/alsino/AirBNB,True,False,False,False,False,2023-09-09
https://github.com/alsino/berlindru,True,False,False,False,False,2023-09-09
https://github.com/alsino/bob-ross-images,True,False,False,False,False,2023-09-09
https://github.com/alsino/ckan_nigeria,True,False,False,False,False,2023-09-09
https://github.com/alsino/corona-impact-analysis,True,False,False,False,False,2023-09-09
https://github.com/alsino/creative-applications-ml,True,False,False,False,False,2023-09-09
https://github.com/alsino/creative-applications-ml-dai,True,False,False,False,False,2023-09-09
https://github.com/alsino/europe-map,True,False,False,False,False,2023-09-09
https://github.com/alsino/imgbank,True,False,False,False,False,2023-09-09
https://github.com/alsino/inflation-rate-september,True,False,False,False,False,2023-09-09
https://github.com/alsino/introtodataviz,True,True,False,False,False,2023-09-09
https://github.com/alsino/map-test,True,False,False,False,False,2023-09-09
https://github.com/alsino/map-today-test,True,False,False,False,False,2023-09-09
https://github.com/alsino/nyt-headlines,True,False,False,False,False,2023-09-09
https://github.com/alsino/one-click-hugo-cms,True,True,False,False,False,2023-09-09
https://github.com/alsino/p5sound,True,False,False,False,False,2023-09-09
https://github.com/alsino/sapper-dynamicRoutes,True,False,False,False,False,2023-09-09
https://github.com/alsino/schoolofmaa_code,True,False,False,False,False,2023-09-09
https://github.com/alsino/sotmus,True,True,False,False,False,2023-09-09
https://github.com/alsino/strapi-test,True,False,False,False,False,2023-09-09
https://github.com/alsino/style-transfer-subway-art,True,False,False,False,False,2023-09-09
https://github.com/alsino/svelte-leaflet-template,True,False,False,False,False,2023-09-09
https://github.com/alsino/taktile-test,True,False,False,False,False,2023-09-09
https://github.com/alsino/themagicsquare_typography,True,False,False,False,False,2023-09-09
https://github.com/alsino/tphc-website,True,False,False,False,False,2023-09-09
https://github.com/alsino/ufosightings,True,False,False,False,False,2023-09-09
https://github.com/alsino/ukraine-map,True,False,False,False,False,2023-09-09
https://github.com/alsino/visitmytent,True,False,False,False,False,2023-09-09
https://github.com/alsino/vmt-network,True,False,False,False,False,2023-09-09
https://github.com/alsino/webpack-starterkit,True,True,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/advanced_natural_language_processing,True,True,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/Advent-of-Code,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/angular_explorations,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/bert_exploration,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/bert_for_coreference_resolution,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/databases,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/datasets,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/docker_REST_Flask_exploration,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/dynamic_programming_levenshtein_distance,True,True,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/homemade_bread,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/intelligent_data_analysis,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/malware_detection_dataset_explore,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/problem_solving_walkthrough,True,True,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/pyTorch_playground,True,True,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/react_explorations,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/simple_http_server,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/starting_point_for_new_projects,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/test_js,True,False,False,False,False,2023-09-09
https://github.com/alyonavyshnevska/text_visualization_course,True,True,False,False,False,2023-09-09
https://github.com/AnjaKatzenberger/CMIP-6-Very-wet-monsoon-seasons-in-India,True,False,False,False,False,2023-09-09
https://github.com/AnjaKatzenberger/CMIP6-Indian-Monsoon,True,False,False,False,False,2023-09-09
https://github.com/annameide/como-map-workshop,True,False,False,False,False,2023-09-09
https://github.com/annameide/HtmlCssProject,True,False,False,False,False,2023-09-09
https://github.com/annameide/lucas-code,True,False,False,False,False,2023-09-09
https://github.com/annameide/map-scrollytelling,True,False,False,False,False,2023-09-09
https://github.com/annameide/p5js-experiments,True,False,False,False,False,2023-09-09
https://github.com/annameide/processing_fhp,True,False,False,False,False,2023-09-09
https://github.com/annameide/werkschau,True,False,False,False,False,2023-09-09
https://github.com/aodenweller/green-h2-upscaling,True,True,False,False,False,2023-09-09
