html_url,has_install_instruction,has_usage_examples,has_contrib_guidelines,date
https://github.com/030jmk/CIObund,False,False,False,2023-09-11
https://github.com/030jmk/genAI-telephone,True,False,False,2023-09-11
https://github.com/030jmk/python_telegram_bots,False,False,False,2023-09-11
https://github.com/87surendra/Random-Forest-Image-Classification-using-Python,False,False,False,2023-09-11
https://github.com/a-moi/disaster-tweets,False,False,False,2023-09-11
https://github.com/a-moi/political-argument-mining,False,False,False,2023-09-11
https://github.com/a-moi/tbbt-character-detection,False,False,False,2023-09-11
https://github.com/Abdelwahab86/DEM-Analysis,False,False,False,2023-09-11
https://github.com/Abdelwahab86/Water-polygons-photogrammetry,False,False,False,2023-09-11
https://github.com/abrarhasinkml/Bangla2EnglishNumberConversion,False,False,False,2023-09-11
https://github.com/abrarhasinkml/coinMarketCapAPI,False,False,False,2023-09-11
https://github.com/abrarhasinkml/Command-Based-Text-Editor,False,False,False,2023-09-11
https://github.com/abrarhasinkml/COVID-19BD,False,False,False,2023-09-11
https://github.com/abrarhasinkml/Image-recognition-using-softmax,False,False,False,2023-09-11
https://github.com/abrarhasinkml/kotha-BSLR,False,False,False,2023-09-11
https://github.com/abrarhasinkml/MovieApp,True,False,False,2023-09-11
https://github.com/abrarhasinkml/RandomMusicPlayer,False,False,False,2023-09-11
https://github.com/abrarhasinkml/restaurantmanagementsystem,False,False,False,2023-09-11
https://github.com/Adrian-Abendroth/Adrian-Abendroth,False,False,False,2023-09-11
https://github.com/Adrian-Abendroth/iterm2,False,False,False,2023-09-11
https://github.com/Adrian-Abendroth/OCaml-DFA-Equivalence,True,False,False,2023-09-11
https://github.com/Adrian-Abendroth/SharedBox-Ultimate,False,False,False,2023-09-11
https://github.com/Adrian-Abendroth/single-machine-scheduling-eed,False,True,False,2023-09-11
https://github.com/Adrian-Abendroth/zsh,False,False,False,2023-09-11
https://github.com/Adrian-Ziupka/noodle-bot,False,False,False,2023-09-11
https://github.com/aeye-lab/ecml-ADHD,True,False,False,2023-09-11
https://github.com/aeye-lab/etra-2023-bridging-the-gap,False,False,False,2023-09-11
https://github.com/aeye-lab/etra-fairness,True,False,False,2023-09-11
https://github.com/aeye-lab/etra-reading-comprehension,True,False,False,2023-09-11
https://github.com/aeye-lab/Eyettention,True,False,False,2023-09-11
https://github.com/aeye-lab/neurips-gmml-2022-xai-eye-tracking-evaluation,True,False,False,2023-09-11
https://github.com/aeye-lab/pymovements,True,True,True,2023-09-11
https://github.com/aeye-lab/pymovements-toy-dataset,False,True,False,2023-09-11
https://github.com/aeye-lab/python-wmc-battery,True,False,False,2023-09-11
https://github.com/aeye-lab/SFB-1287-Summer-School,False,False,False,2023-09-11
https://github.com/aeye-lab/sp-eyegan,True,True,False,2023-09-11
https://github.com/Alaa-Noor/365DataScience_Course,False,False,False,2023-09-11
https://github.com/Alaa-Noor/Loan-Defaulters-Prediction-using-Lending-Club-Data,False,False,False,2023-09-11
https://github.com/alecamcr/Immigration-RSE,True,False,False,2023-09-11
https://github.com/alecamcr/polysyllabic-shortening-BA,False,False,False,2023-09-11
https://github.com/alexanderc360/AOC2017,False,False,False,2023-09-11
https://github.com/alexanderc360/AOC2021,False,False,False,2023-09-11
https://github.com/alexanderc360/AOC2022,False,False,False,2023-09-11
https://github.com/alexanderc360/website,False,False,False,2023-09-11
